Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,VCH,VCD,VCA
03/12/13,Crystal Palace,West Ham,1.0,0.0,H,1.0,0.0,H,L Mason,10.0,11.0,5.0,2.0,10.0,9.0,3.0,4.0,1.0,2.0,0.0,0.0,3.25,3.3,2.4,2.9,3.2,2.4,2.6,3.2,2.6,3.1,3.1,2.4,3.1,3.3,2.5
04/12/13,Arsenal,Hull,2.0,0.0,H,1.0,0.0,H,A Marriner,20.0,7.0,7.0,2.0,9.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,1.2,7.5,17.0,1.18,7.0,12.5,1.2,5.8,13.0,1.2,6.0,15.0,1.22,7.0,15.0
04/12/13,Fulham,Tottenham,1.0,2.0,A,0.0,0.0,D,M Clattenburg,16.0,18.0,6.0,5.0,7.0,16.0,9.0,7.0,2.0,1.0,0.0,0.0,5.8,3.9,1.67,5.0,3.8,1.65,4.7,3.6,1.7,5.5,3.4,1.7,5.5,3.9,1.7
04/12/13,Liverpool,Norwich,5.0,1.0,H,3.0,0.0,H,A Taylor,28.0,14.0,12.0,5.0,10.0,6.0,4.0,0.0,3.0,1.0,0.0,0.0,1.29,6.0,12.0,1.22,6.25,11.0,1.25,5.5,10.3,1.29,5.0,12.0,1.29,6.0,12.0
04/12/13,Man United,Everton,0.0,1.0,A,0.0,0.0,D,M Atkinson,18.0,15.0,6.0,4.0,12.0,12.0,7.0,4.0,2.0,0.0,0.0,0.0,1.73,3.75,5.5,1.7,3.6,5.0,1.65,3.6,5.1,1.75,3.4,5.0,1.75,3.9,5.0
04/12/13,Southampton,Aston Villa,2.0,3.0,A,0.0,1.0,A,J Moss,21.0,6.0,9.0,3.0,9.0,13.0,8.0,2.0,3.0,2.0,0.0,0.0,1.7,3.8,5.75,1.6,3.8,5.5,1.65,3.6,5.1,1.67,3.8,5.0,1.73,3.8,5.5
04/12/13,Stoke,Cardiff,0.0,0.0,D,0.0,0.0,D,M Oliver,17.0,14.0,2.0,3.0,11.0,12.0,2.0,5.0,2.0,2.0,0.0,0.0,2.1,3.4,4.0,1.95,3.25,4.0,2.1,3.2,3.4,2.1,3.3,3.5,2.1,3.3,4.0
04/12/13,Sunderland,Chelsea,3.0,4.0,A,1.0,2.0,A,P Dowd,12.0,19.0,3.0,5.0,15.0,14.0,6.0,5.0,4.0,3.0,0.0,0.0,6.5,4.33,1.55,6.0,4.2,1.5,6.1,4.0,1.5,6.5,3.8,1.53,6.5,4.3,1.57
04/12/13,Swansea,Newcastle,3.0,0.0,H,1.0,0.0,H,H Webb,13.0,14.0,5.0,3.0,4.0,8.0,5.0,1.0,0.0,2.0,0.0,0.0,2.2,3.5,3.5,2.05,3.5,3.4,2.0,3.3,3.6,2.15,3.4,3.3,2.2,3.5,3.5
04/12/13,West Brom,Man City,2.0,3.0,A,0.0,2.0,A,C Foy,12.0,15.0,1.0,5.0,8.0,10.0,3.0,3.0,1.0,1.0,0.0,0.0,6.0,4.2,1.62,5.5,4.0,1.57,5.4,3.7,1.6,6.0,3.6,1.62,5.5,4.2,1.65
07/12/13,Crystal Palace,Cardiff,2.0,0.0,H,1.0,0.0,H,M Jones,19.0,10.0,5.0,2.0,9.0,12.0,8.0,3.0,0.0,0.0,0.0,0.0,2.8,3.3,2.75,2.65,3.2,2.7,2.4,3.3,2.75,2.7,3.1,2.7,2.8,3.2,2.8
07/12/13,Liverpool,West Ham,4.0,1.0,H,1.0,0.0,H,M Oliver,32.0,8.0,9.0,1.0,9.0,12.0,8.0,4.0,0.0,3.0,0.0,1.0,1.29,6.0,12.0,1.28,5.25,10.5,1.25,5.5,10.3,1.3,5.0,11.0,1.3,6.0,11.0
07/12/13,Man United,Newcastle,0.0,1.0,A,0.0,0.0,D,A Marriner,8.0,9.0,4.0,3.0,11.0,18.0,4.0,4.0,0.0,2.0,0.0,0.0,1.53,4.33,7.0,1.53,4.0,6.25,1.5,4.0,6.1,1.53,3.8,6.5,1.55,4.5,6.25
07/12/13,Southampton,Man City,1.0,1.0,D,1.0,1.0,D,A Taylor,15.0,13.0,4.0,3.0,6.0,9.0,5.0,4.0,0.0,2.0,0.0,0.0,5.25,3.8,1.75,4.75,3.5,1.75,4.7,3.6,1.7,5.0,3.4,1.75,5.2,3.8,1.75
07/12/13,Stoke,Chelsea,3.0,2.0,H,1.0,1.0,D,J Moss,9.0,15.0,3.0,6.0,14.0,8.0,5.0,2.0,4.0,1.0,0.0,0.0,6.5,4.2,1.57,6.0,3.8,1.57,5.6,3.9,1.55,6.0,3.6,1.62,6.5,4.1,1.6
07/12/13,Sunderland,Tottenham,1.0,2.0,A,1.0,1.0,D,L Mason,11.0,22.0,4.0,5.0,14.0,9.0,4.0,10.0,2.0,0.0,0.0,0.0,4.5,3.6,1.91,4.0,3.6,1.85,4.3,3.6,1.75,4.33,3.2,1.91,4.33,3.6,1.92
07/12/13,West Brom,Norwich,0.0,2.0,A,0.0,1.0,A,M Clattenburg,26.0,8.0,12.0,3.0,10.0,6.0,10.0,3.0,1.0,3.0,0.0,0.0,1.8,3.75,5.0,1.75,3.5,4.75,1.8,3.5,4.2,1.83,3.2,5.0,1.8,3.8,4.8
08/12/13,Arsenal,Everton,1.0,1.0,D,0.0,0.0,D,H Webb,11.0,12.0,5.0,4.0,13.0,11.0,3.0,2.0,0.0,4.0,0.0,0.0,1.7,3.8,5.75,1.65,3.8,5.0,1.65,3.7,4.9,1.73,3.5,5.0,1.73,3.9,5.25
08/12/13,Fulham,Aston Villa,2.0,0.0,H,2.0,0.0,H,M Dean,22.0,10.0,10.0,2.0,12.0,13.0,4.0,7.0,0.0,2.0,0.0,0.0,2.75,3.3,2.8,2.65,3.3,2.6,2.75,3.3,2.4,2.75,2.9,2.8,2.8,3.3,2.75
09/12/13,Swansea,Hull,1.0,1.0,D,0.0,1.0,A,M Atkinson,11.0,9.0,2.0,2.0,8.0,7.0,12.0,1.0,3.0,3.0,0.0,0.0,1.75,3.75,5.5,1.72,3.5,5.0,1.75,3.5,4.5,1.75,3.4,5.0,1.75,3.75,5.4
14/12/13,Cardiff,West Brom,1.0,0.0,H,0.0,0.0,D,H Webb,11.0,12.0,3.0,2.0,16.0,12.0,8.0,6.0,2.0,1.0,0.0,0.0,2.63,3.4,2.88,2.55,3.25,2.75,2.3,3.3,2.9,2.75,3.0,2.75,2.7,3.3,2.8
14/12/13,Chelsea,Crystal Palace,2.0,1.0,H,2.0,1.0,H,M Clattenburg,16.0,10.0,7.0,5.0,13.0,7.0,3.0,1.0,2.0,1.0,0.0,0.0,1.18,8.0,19.0,1.16,7.25,15.5,1.17,6.5,14.0,1.2,5.5,21.0,1.18,8.0,19.0
14/12/13,Everton,Fulham,4.0,1.0,H,1.0,0.0,H,A Taylor,22.0,16.0,7.0,3.0,10.0,7.0,12.0,2.0,1.0,2.0,0.0,0.0,1.36,5.0,10.5,1.37,4.5,8.75,1.42,4.2,7.3,1.4,3.8,11.0,1.4,5.0,9.0
14/12/13,Hull,Stoke,0.0,0.0,D,0.0,0.0,D,M Dean,13.0,11.0,4.0,2.0,11.0,13.0,7.0,5.0,1.0,0.0,0.0,0.0,2.3,3.3,3.5,2.2,3.25,3.3,2.2,3.3,3.1,2.3,3.0,3.4,2.3,3.2,3.6
14/12/13,Man City,Arsenal,6.0,3.0,H,2.0,1.0,H,M Atkinson,22.0,12.0,7.0,6.0,12.0,6.0,8.0,8.0,2.0,1.0,0.0,0.0,1.83,3.75,4.75,1.75,3.75,4.4,1.85,3.45,4.0,1.83,3.2,4.8,1.83,3.8,4.5
14/12/13,Newcastle,Southampton,1.0,1.0,D,1.0,0.0,H,M Jones,16.0,8.0,5.0,3.0,10.0,16.0,11.0,3.0,1.0,2.0,0.0,0.0,2.4,3.4,3.2,2.35,3.4,2.9,2.2,3.3,3.1,2.5,3.0,3.0,2.4,3.4,3.12
14/12/13,West Ham,Sunderland,0.0,0.0,D,0.0,0.0,D,A Marriner,11.0,19.0,2.0,6.0,11.0,5.0,2.0,9.0,1.0,0.0,0.0,0.0,1.95,3.6,4.33,1.91,3.4,4.1,1.9,3.45,3.8,2.0,3.2,4.0,2.0,3.6,4.0
15/12/13,Aston Villa,Man United,0.0,3.0,A,0.0,2.0,A,C Foy,17.0,14.0,6.0,5.0,15.0,8.0,3.0,4.0,4.0,2.0,0.0,0.0,5.25,3.8,1.75,5.25,3.6,1.67,4.5,3.5,1.75,5.5,3.1,1.8,5.25,3.8,1.75
15/12/13,Norwich,Swansea,1.0,1.0,D,1.0,1.0,D,M Oliver,16.0,10.0,3.0,2.0,12.0,11.0,8.0,5.0,0.0,3.0,0.0,0.0,2.88,3.3,2.7,2.85,3.2,2.5,2.6,3.2,2.6,2.75,3.0,2.7,2.8,3.4,2.7
15/12/13,Tottenham,Liverpool,0.0,5.0,A,0.0,2.0,A,J Moss,9.0,21.0,0.0,10.0,17.0,15.0,2.0,9.0,3.0,0.0,1.0,0.0,2.5,3.4,3.0,2.55,3.3,2.7,2.4,3.3,2.75,2.5,3.0,3.0,2.5,3.5,2.9
21/12/13,Crystal Palace,Newcastle,0.0,3.0,A,0.0,2.0,A,N Swarbrick,9.0,13.0,4.0,6.0,11.0,14.0,3.0,7.0,1.0,2.0,0.0,0.0,3.25,3.4,2.38,3.0,3.4,2.3,2.75,3.3,2.4,3.1,3.1,2.4,3.3,3.3,2.4
21/12/13,Fulham,Man City,2.0,4.0,A,0.0,2.0,A,K Friend,12.0,17.0,5.0,10.0,7.0,15.0,4.0,4.0,1.0,1.0,0.0,0.0,9.5,5.25,1.36,8.0,5.0,1.35,7.3,4.4,1.4,8.0,4.5,1.4,8.5,5.25,1.4
21/12/13,Liverpool,Cardiff,3.0,1.0,H,3.0,0.0,H,L Probert,27.0,10.0,7.0,3.0,11.0,13.0,9.0,5.0,2.0,0.0,0.0,0.0,1.2,7.5,16.0,1.2,6.75,12.0,1.22,5.5,12.0,1.22,5.5,15.0,1.22,6.5,18.0
21/12/13,Man United,West Ham,3.0,1.0,H,2.0,0.0,H,M Jones,21.0,4.0,8.0,1.0,7.0,16.0,8.0,2.0,1.0,4.0,0.0,0.0,1.36,5.25,10.0,1.31,5.25,9.0,1.33,4.8,8.3,1.36,4.5,9.0,1.4,5.0,9.0
21/12/13,Stoke,Aston Villa,2.0,1.0,H,0.0,0.0,D,C Pawson,12.0,14.0,2.0,4.0,13.0,17.0,6.0,7.0,1.0,5.0,0.0,0.0,2.3,3.25,3.5,2.25,3.2,3.25,2.2,3.15,3.25,2.3,3.1,3.3,2.3,3.25,3.5
21/12/13,Sunderland,Norwich,0.0,0.0,D,0.0,0.0,D,M Atkinson,18.0,14.0,4.0,5.0,13.0,10.0,6.0,7.0,2.0,1.0,1.0,0.0,2.05,3.5,4.0,2.0,3.5,3.6,2.1,3.3,3.3,2.1,3.1,3.75,2.1,3.5,3.8
21/12/13,West Brom,Hull,1.0,1.0,D,0.0,1.0,A,J Moss,14.0,6.0,3.0,3.0,8.0,15.0,9.0,2.0,2.0,1.0,0.0,0.0,1.95,3.5,4.5,1.88,3.3,4.33,1.9,3.45,3.8,1.95,3.2,4.2,1.95,3.5,4.4
22/12/13,Southampton,Tottenham,2.0,3.0,A,1.0,1.0,D,C Foy,12.0,13.0,5.0,3.0,10.0,18.0,2.0,5.0,1.0,1.0,0.0,0.0,2.55,3.3,3.0,2.55,3.25,2.75,2.6,3.2,2.6,2.6,3.1,2.8,2.6,3.3,3.0
22/12/13,Swansea,Everton,1.0,2.0,A,0.0,0.0,D,L Mason,13.0,14.0,3.0,6.0,11.0,10.0,4.0,8.0,1.0,0.0,0.0,0.0,3.0,3.4,2.5,3.1,3.25,2.25,3.1,3.3,2.2,2.9,3.1,2.5,3.0,3.4,2.5
23/12/13,Arsenal,Chelsea,0.0,0.0,D,0.0,0.0,D,M Dean,7.0,13.0,2.0,4.0,7.0,11.0,8.0,6.0,2.0,1.0,0.0,0.0,2.38,3.4,3.25,2.3,3.3,3.0,2.5,3.2,2.75,2.4,3.1,3.1,2.4,3.4,3.2
26/12/13,Aston Villa,Crystal Palace,0.0,1.0,A,0.0,0.0,D,H Webb,10.0,12.0,4.0,7.0,11.0,8.0,7.0,5.0,2.0,2.0,0.0,0.0,1.91,3.5,4.5,1.8,3.5,4.33,1.8,3.5,4.2,1.91,3.2,4.5,1.91,3.5,4.6
26/12/13,Cardiff,Southampton,0.0,3.0,A,0.0,3.0,A,A Marriner,9.0,11.0,0.0,6.0,11.0,13.0,6.0,3.0,1.0,2.0,0.0,0.0,3.3,3.3,2.38,3.1,3.3,2.25,2.9,3.3,2.3,3.2,3.2,2.3,3.3,3.3,2.4
26/12/13,Chelsea,Swansea,1.0,0.0,H,1.0,0.0,H,M Jones,19.0,8.0,7.0,1.0,14.0,9.0,13.0,7.0,1.0,0.0,0.0,0.0,1.33,5.5,10.0,1.35,5.0,7.75,1.35,4.8,7.6,1.33,4.8,10.0,1.33,5.25,11.0
26/12/13,Everton,Sunderland,0.0,1.0,A,0.0,1.0,A,L Probert,26.0,13.0,9.0,6.0,11.0,7.0,11.0,2.0,1.0,0.0,1.0,0.0,1.36,5.25,9.5,1.36,4.75,7.75,1.37,4.6,7.5,1.4,4.5,8.0,1.36,4.0,9.5
26/12/13,Hull,Man United,2.0,3.0,A,2.0,2.0,D,M Oliver,17.0,13.0,5.0,4.0,12.0,14.0,6.0,5.0,2.0,2.0,0.0,1.0,7.0,4.2,1.55,6.0,3.9,1.55,5.6,3.9,1.55,6.0,3.75,1.57,6.25,4.2,1.57
26/12/13,Man City,Liverpool,2.0,1.0,H,2.0,1.0,H,L Mason,20.0,12.0,6.0,5.0,10.0,9.0,7.0,6.0,1.0,3.0,0.0,0.0,1.75,4.2,4.6,1.75,4.0,4.1,1.8,3.5,4.2,1.8,3.5,4.5,1.8,4.0,4.6
26/12/13,Newcastle,Stoke,5.0,1.0,H,1.0,1.0,D,M Atkinson,27.0,11.0,8.0,3.0,10.0,8.0,8.0,2.0,1.0,1.0,0.0,2.0,1.75,3.8,5.25,1.75,3.3,5.0,1.8,3.5,4.2,1.8,3.5,4.5,1.8,3.6,5.2
26/12/13,Norwich,Fulham,1.0,2.0,A,1.0,1.0,D,J Moss,12.0,15.0,3.0,7.0,14.0,10.0,5.0,4.0,3.0,0.0,0.0,0.0,2.05,3.5,4.0,2.05,3.25,3.6,2.1,3.3,3.3,2.05,3.3,3.6,2.1,3.5,3.8
26/12/13,Tottenham,West Brom,1.0,1.0,D,1.0,1.0,D,A Taylor,20.0,7.0,3.0,4.0,8.0,12.0,12.0,2.0,3.0,2.0,0.0,0.0,1.53,4.33,7.0,1.5,3.9,7.0,1.5,4.0,6.1,1.53,4.0,6.0,1.55,4.3,6.5
26/12/13,West Ham,Arsenal,1.0,3.0,A,0.0,0.0,D,P Dowd,12.0,29.0,5.0,8.0,11.0,6.0,0.0,10.0,1.0,1.0,0.0,0.0,6.5,4.0,1.62,6.0,3.75,1.57,5.6,3.9,1.55,6.0,3.6,1.62,5.75,4.0,1.62
28/12/13,Aston Villa,Swansea,1.0,1.0,D,1.0,1.0,D,R East,7.0,17.0,3.0,3.0,13.0,9.0,2.0,8.0,3.0,2.0,0.0,0.0,3.0,3.3,2.55,2.75,3.25,2.5,2.6,3.2,2.6,2.8,3.1,2.62,2.9,3.3,2.63
28/12/13,Cardiff,Sunderland,2.0,2.0,D,1.0,0.0,H,C Foy,16.0,21.0,7.0,9.0,14.0,10.0,6.0,6.0,3.0,2.0,0.0,0.0,2.38,3.25,3.4,2.25,3.2,3.2,2.2,3.3,3.1,2.3,3.1,3.3,2.38,3.3,3.3
28/12/13,Hull,Fulham,6.0,0.0,H,0.0,0.0,D,R Madley,21.0,5.0,13.0,2.0,11.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,2.05,3.4,4.1,2.0,3.25,3.75,2.1,3.3,3.3,2.05,3.2,3.8,2.1,3.4,3.9
28/12/13,Man City,Crystal Palace,1.0,0.0,H,0.0,0.0,D,A Marriner,23.0,9.0,4.0,4.0,12.0,7.0,12.0,5.0,1.0,1.0,0.0,0.0,1.13,9.5,29.0,1.1,8.5,21.0,1.12,8.0,16.0,1.12,8.0,23.0,1.14,9.5,23.0
28/12/13,Norwich,Man United,0.0,1.0,A,0.0,0.0,D,P Dowd,15.0,7.0,4.0,3.0,11.0,10.0,8.0,3.0,4.0,3.0,0.0,0.0,6.5,4.2,1.57,6.0,4.0,1.53,5.6,3.9,1.55,6.5,3.75,1.57,6.5,4.2,1.57
28/12/13,West Ham,West Brom,3.0,3.0,D,1.0,2.0,A,M Dean,16.0,22.0,6.0,7.0,10.0,13.0,6.0,5.0,3.0,2.0,0.0,0.0,2.38,3.4,3.25,2.3,3.3,3.0,2.2,3.3,3.1,2.4,3.0,3.2,2.4,3.4,3.2
29/12/13,Chelsea,Liverpool,2.0,1.0,H,2.0,1.0,H,H Webb,11.0,8.0,5.0,4.0,17.0,17.0,4.0,2.0,4.0,1.0,0.0,0.0,2.2,3.5,3.5,2.15,3.4,3.2,2.1,3.3,3.3,2.2,3.1,3.5,2.2,3.5,3.4
29/12/13,Everton,Southampton,2.0,1.0,H,1.0,0.0,H,M Clattenburg,9.0,12.0,4.0,2.0,9.0,14.0,2.0,3.0,2.0,4.0,0.0,0.0,1.83,3.7,4.75,1.8,3.4,4.5,1.75,3.5,4.5,1.83,3.4,4.5,1.87,3.7,4.6
29/12/13,Newcastle,Arsenal,0.0,1.0,A,0.0,0.0,D,L Probert,11.0,11.0,3.0,5.0,10.0,8.0,4.0,1.0,0.0,3.0,0.0,0.0,4.0,3.7,2.0,3.75,3.4,1.95,3.7,3.35,1.95,4.0,3.2,2.0,3.8,3.7,2.05
29/12/13,Tottenham,Stoke,3.0,0.0,H,1.0,0.0,H,K Friend,20.0,2.0,7.0,1.0,6.0,14.0,6.0,1.0,2.0,2.0,0.0,0.0,1.44,4.33,8.0,1.45,4.2,7.0,1.5,4.0,6.1,1.5,3.8,7.5,1.45,4.33,8.5
01/01/14,Arsenal,Cardiff,2.0,0.0,H,0.0,0.0,D,J Moss,28.0,8.0,6.0,2.0,6.0,11.0,12.0,2.0,1.0,2.0,0.0,0.0,1.29,6.0,13.0,1.25,5.75,10.5,1.22,5.5,12.0,1.18,6.0,13.0,1.29,6.0,13.0
01/01/14,Crystal Palace,Norwich,1.0,1.0,D,1.0,1.0,D,M Dean,13.0,8.0,4.0,5.0,12.0,10.0,9.0,4.0,2.0,1.0,0.0,1.0,2.38,3.3,3.3,2.35,3.1,3.1,2.3,3.3,2.9,2.3,3.0,3.1,2.4,3.3,3.3
01/01/14,Fulham,West Ham,2.0,1.0,H,1.0,1.0,D,M Clattenburg,30.0,11.0,11.0,3.0,6.0,5.0,12.0,4.0,2.0,1.0,0.0,1.0,2.5,3.3,3.1,2.35,3.1,3.1,2.5,3.3,2.65,2.38,3.3,2.75,2.5,3.4,3.0
01/01/14,Liverpool,Hull,2.0,0.0,H,1.0,0.0,H,C Pawson,17.0,10.0,6.0,0.0,15.0,15.0,3.0,4.0,1.0,2.0,0.0,0.0,1.3,6.0,11.0,1.25,5.75,10.5,1.27,5.2,10.0,1.22,6.0,9.5,1.3,5.5,10.5
01/01/14,Man United,Tottenham,1.0,2.0,A,0.0,1.0,A,H Webb,16.0,9.0,6.0,4.0,7.0,7.0,13.0,2.0,2.0,1.0,0.0,0.0,1.8,3.8,4.75,1.7,3.8,4.6,1.75,3.5,4.5,1.8,3.6,4.8,1.83,3.8,4.6
01/01/14,Southampton,Chelsea,0.0,3.0,A,0.0,0.0,D,M Atkinson,12.0,11.0,2.0,5.0,13.0,10.0,6.0,8.0,4.0,1.0,0.0,0.0,4.0,3.5,2.05,3.75,3.5,1.95,3.7,3.35,1.95,3.5,3.3,2.0,3.75,3.6,2.1
01/01/14,Stoke,Everton,1.0,1.0,D,0.0,0.0,D,A Marriner,10.0,16.0,4.0,4.0,16.0,11.0,2.0,5.0,4.0,1.0,0.0,0.0,4.0,3.3,2.1,3.7,3.3,2.0,3.6,3.3,2.0,3.6,3.2,2.0,3.9,3.4,2.1
01/01/14,Sunderland,Aston Villa,0.0,1.0,A,0.0,1.0,A,M Jones,17.0,13.0,1.0,5.0,8.0,11.0,10.0,2.0,4.0,3.0,0.0,0.0,2.15,3.4,3.75,2.1,3.2,3.5,2.2,3.3,3.1,2.05,3.25,3.4,2.15,3.5,3.7
01/01/14,Swansea,Man City,2.0,3.0,A,1.0,1.0,D,P Dowd,15.0,14.0,4.0,4.0,5.0,10.0,8.0,6.0,2.0,5.0,0.0,0.0,5.75,4.25,1.62,5.0,4.1,1.6,5.4,3.7,1.6,5.0,4.2,1.53,5.25,4.2,1.65
01/01/14,West Brom,Newcastle,1.0,0.0,H,0.0,0.0,D,L Mason,13.0,9.0,4.0,3.0,7.0,15.0,3.0,4.0,0.0,0.0,0.0,1.0,2.6,3.4,2.88,2.45,3.2,2.85,2.5,3.3,2.65,2.38,3.3,2.75,2.5,3.4,3.0
11/01/14,Cardiff,West Ham,0.0,2.0,A,0.0,1.0,A,L Mason,19.0,10.0,7.0,3.0,7.0,16.0,8.0,7.0,1.0,3.0,0.0,1.0,2.0,3.5,4.1,1.95,3.3,4.0,1.9,3.45,3.8,2.0,3.3,3.8,2.0,3.5,4.2
11/01/14,Everton,Norwich,2.0,0.0,H,1.0,0.0,H,K Friend,23.0,12.0,5.0,3.0,7.0,14.0,10.0,5.0,1.0,2.0,0.0,0.0,1.4,5.0,9.0,1.36,4.33,10.0,1.42,4.4,7.2,1.4,4.0,10.0,1.4,5.0,9.5
11/01/14,Fulham,Sunderland,1.0,4.0,A,0.0,2.0,A,M Dean,17.0,10.0,5.0,6.0,15.0,13.0,10.0,6.0,3.0,3.0,0.0,0.0,2.2,3.3,3.75,2.2,3.2,3.4,2.15,3.3,3.2,2.2,3.1,3.5,2.2,3.4,3.6
11/01/14,Hull,Chelsea,0.0,2.0,A,0.0,0.0,D,M Clattenburg,10.0,14.0,2.0,5.0,12.0,7.0,1.0,7.0,2.0,1.0,0.0,0.0,6.5,4.0,1.6,6.0,3.8,1.57,5.5,3.8,1.57,6.0,3.6,1.62,6.5,4.0,1.62
11/01/14,Man United,Swansea,2.0,0.0,H,0.0,0.0,D,C Foy,16.0,13.0,5.0,2.0,9.0,10.0,3.0,5.0,0.0,2.0,0.0,0.0,1.57,4.0,7.0,1.52,3.9,6.25,1.45,4.0,7.0,1.53,3.75,7.0,1.6,4.2,6.25
11/01/14,Southampton,West Brom,1.0,0.0,H,0.0,0.0,D,H Webb,18.0,4.0,5.0,2.0,11.0,17.0,4.0,4.0,1.0,2.0,0.0,0.0,1.83,3.7,4.75,1.75,3.7,4.5,1.8,3.5,4.2,1.85,3.3,4.5,1.85,3.75,4.6
11/01/14,Tottenham,Crystal Palace,2.0,0.0,H,0.0,0.0,D,M Oliver,10.0,14.0,4.0,2.0,12.0,12.0,5.0,11.0,1.0,2.0,0.0,0.0,1.36,5.0,10.0,1.34,4.75,9.25,1.37,4.6,7.5,1.4,4.0,10.0,1.4,5.0,9.5
12/01/14,Newcastle,Man City,0.0,2.0,A,0.0,1.0,A,M Jones,13.0,14.0,5.0,6.0,18.0,15.0,5.0,6.0,4.0,2.0,0.0,0.0,5.25,4.0,1.7,5.0,4.0,1.62,5.4,3.7,1.6,5.5,3.3,1.73,5.2,4.0,1.73
12/01/14,Stoke,Liverpool,3.0,5.0,A,2.0,2.0,D,A Taylor,13.0,13.0,4.0,9.0,10.0,8.0,11.0,2.0,1.0,1.0,0.0,0.0,5.75,4.0,1.67,5.5,3.75,1.62,4.7,3.6,1.7,6.0,3.4,1.67,5.75,4.0,1.67
13/01/14,Aston Villa,Arsenal,1.0,2.0,A,0.0,2.0,A,N Swarbrick,11.0,8.0,5.0,4.0,12.0,9.0,3.0,5.0,2.0,2.0,0.0,0.0,6.0,4.2,1.62,6.0,3.9,1.55,5.5,3.8,1.57,6.0,3.6,1.62,6.0,4.2,1.62
18/01/14,Arsenal,Fulham,2.0,0.0,H,0.0,0.0,D,L Probert,22.0,8.0,8.0,2.0,5.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,1.22,7.0,15.0,1.2,6.5,12.5,1.2,6.0,12.5,1.22,5.5,15.0,1.22,7.0,15.0
18/01/14,Crystal Palace,Stoke,1.0,0.0,H,0.0,0.0,D,M Clattenburg,12.0,17.0,6.0,2.0,9.0,13.0,4.0,3.0,0.0,2.0,0.0,0.0,2.35,3.2,3.5,2.2,3.2,3.4,2.2,3.2,3.2,2.3,3.0,3.4,2.38,3.12,3.5
18/01/14,Liverpool,Aston Villa,2.0,2.0,D,1.0,2.0,A,J Moss,14.0,12.0,6.0,3.0,14.0,18.0,2.0,3.0,1.0,4.0,0.0,0.0,1.22,7.0,15.0,1.2,6.75,11.5,1.22,5.5,12.0,1.2,6.5,13.0,1.22,7.0,15.0
18/01/14,Man City,Cardiff,4.0,2.0,H,2.0,1.0,H,N Swarbrick,24.0,7.0,9.0,6.0,6.0,5.0,10.0,7.0,2.0,0.0,0.0,0.0,1.13,11.0,23.0,1.13,8.5,15.5,1.12,8.0,16.0,1.14,6.5,26.0,1.14,9.5,22.0
18/01/14,Norwich,Hull,1.0,0.0,H,0.0,0.0,D,H Webb,25.0,10.0,4.0,0.0,8.0,16.0,10.0,8.0,1.0,2.0,0.0,1.0,2.4,3.3,3.25,2.45,3.0,3.1,2.2,3.3,3.1,2.4,3.1,3.1,2.45,3.25,3.25
18/01/14,Sunderland,Southampton,2.0,2.0,D,1.0,2.0,A,C Foy,10.0,17.0,5.0,8.0,8.0,8.0,4.0,7.0,2.0,0.0,0.0,0.0,3.2,3.3,2.45,3.0,3.2,2.4,2.75,3.3,2.4,3.0,3.0,2.5,3.1,3.3,2.5
18/01/14,West Ham,Newcastle,1.0,3.0,A,1.0,2.0,A,A Marriner,11.0,19.0,2.0,9.0,9.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,3.4,2.5,2.95,3.3,2.35,2.75,3.3,2.4,3.0,3.0,2.5,3.0,3.4,2.5
19/01/14,Chelsea,Man United,3.0,1.0,H,2.0,0.0,H,P Dowd,13.0,10.0,6.0,4.0,15.0,21.0,5.0,4.0,1.0,3.0,0.0,1.0,1.73,3.8,5.5,1.75,3.75,4.4,1.8,3.5,4.2,1.75,3.6,4.75,1.75,3.8,5.25
19/01/14,Swansea,Tottenham,1.0,3.0,A,0.0,1.0,A,M Atkinson,13.0,11.0,3.0,5.0,6.0,9.0,8.0,2.0,2.0,1.0,0.0,0.0,3.25,3.4,2.38,3.1,3.2,2.35,2.9,3.3,2.3,3.1,3.1,2.4,3.2,3.4,2.4
20/01/14,West Brom,Everton,1.0,1.0,D,0.0,1.0,A,M Oliver,14.0,13.0,6.0,4.0,16.0,12.0,4.0,2.0,3.0,2.0,0.0,0.0,3.5,3.4,2.25,3.2,3.25,2.25,3.1,3.3,2.2,3.2,3.2,2.3,3.4,3.4,2.25
28/01/14,Crystal Palace,Hull,1.0,0.0,H,1.0,0.0,H,R East,13.0,13.0,3.0,4.0,14.0,8.0,8.0,3.0,4.0,0.0,0.0,1.0,2.5,3.2,3.2,2.5,3.0,3.0,2.2,3.2,3.2,2.5,3.0,3.0,2.6,3.1,3.2
28/01/14,Liverpool,Everton,4.0,0.0,H,3.0,0.0,H,M Atkinson,20.0,18.0,9.0,4.0,11.0,13.0,5.0,8.0,0.0,3.0,0.0,0.0,1.83,3.9,4.5,1.75,3.8,4.33,1.8,3.5,4.2,1.85,3.3,4.5,1.85,3.8,4.4
